midi_infile,rms_random,rms_corrected_random,rms_median,rms_corrected_median,rms_preds,rms_corrected_preds
midi_files/Hall of Fame - The Script [MIDICollection.net].mid,7.983998308713278,2.512020960796152,5.616145436687009,1.9013044071777307,6.892325813878341,2.2529348869422474
midi_files/Someone Like You - Adele [MIDICollection.net].mid,22.951633490729183,2.82918531458014,15.500497267816858,2.764093789510732,16.195206651928203,2.6547544480845424
midi_files/River - Emeli Sande [MIDICollection.net](1).mid,8.685449731420766,2.4765567494675613,11.903936479320766,2.6005697381464246,6.155695947055263,2.2965352324913444
midi_files/The Black Pearl - Pirates of the Carribean [MIDICollection.net].mid,14.209158734371984,2.666706653570958,11.915650445016885,2.6176721134752583,12.646075461111966,2.6271869603011124
midi_files/River - Emeli Sande [MIDICollection.net].mid,8.14771042595312,2.486258530700595,11.903936479320766,2.6005697381464246,6.216763478543168,2.251748291965683
midi_files/Rollin In The Deep - Adele [MIDICollection.net].mid,10.70151335371318,2.6042445261992597,7.934150633095941,2.4779625718445963,9.447498286879814,2.440332739729772
midi_files/Since We Met - The Sims [MIDICollection.net].mid,13.615068592954781,2.6701886092814364,11.874462307974095,2.5981105526841217,9.39535323359433,2.513844606132808
midi_files/Bloody Tears - Castlevania [MIDICollection.net].mid,22.98498233327877,2.7953662896627764,16.749998261256533,2.6279024693907513,18.208932908093338,2.664617494742884
midi_files/River Flows in You - Yiruma [MIDICollection.net].mid,11.919884655067518,2.64143641070291,6.659137066007752,2.384997469130031,8.647072517208972,2.4967659690452586
midi_files/Let Her Go - Passenger [MIDICollection.net].mid,18.493134291846122,2.7346092315726556,24.830300535861326,2.9287692369027454,14.472256739687914,2.6272400800549254
midi_files/He's a Pirate - Pirates of the Caribbean [MIDICollection.net].mid,11.25204948417198,2.6138355811417,9.28174595102998,2.5451047813978964,10.083270892180709,2.4882127868274084
midi_files/Whistle - Flo Rida [MIDICollection.net].mid,7.23847743351843,2.461255325596631,24.033310217279684,3.0,8.017203724214294,2.3113247764479623
midi_files/The Lazy Song - Bruno Mars [MIDICollection.net].mid,8.313859101798451,2.516890900117491,4.652177627813813,2.644421988109216,6.0366904430260995,2.2778206575498032
midi_files/Dragonborn - Skyrim [MIDICollection.net].mid,13.814752941834705,2.7126336838744325,9.390069776344811,2.4654842763163196,9.903756512737166,2.5013291264533604
midi_files/Summer - Joe Hisaishi [MIDICollection.net].mid,9.786516763596007,2.5901126372012,5.52445543408011,2.190506637225985,7.676403511303151,2.3666094599942875
midi_files/Fly - Ludovico Einaudi [MIDICollection.net].mid,19.911974597538283,2.7437985766569297,9.5030021990978,2.545417622291602,8.353995108233255,2.15139639403713
midi_files/Overworld - Super Mario Bros [MIDICollection.net].mid,9.77686538590941,2.575003914810679,6.4396703982975465,2.5128700979223453,7.786671822063399,2.465242250741032
midi_files/Hungarian Rhapsody No. 2 - Franz Liszt [MIDICollection.net].mid,25.198167583628965,2.8064333906345214,13.775688254841821,2.66599884800235,15.70598811530375,2.6585747954533727
midi_files/Love Hurts - Yurima [MIDICollection.net].mid,12.310180361820072,2.6973460429977605,7.08977184857629,2.3272765663359,8.952728709804143,2.4964840140550533
midi_files/Payphone - Maroon 5 ft. Wiz Khalifa [MIDICollection.net].mid,8.026160929065606,2.5352332057243583,4.728636167014756,2.0752509888364505,5.51610436879211,2.2335820757001272
midi_files/Just The Way You Are - Bruno Mars [MIDICollection.net].mid,12.421778892008575,2.6324584552208625,5.240874463324318,2.6365233811106776,6.859747078809025,2.2610307318694063
midi_files/mozart/mz_570_1.mid,19.727264470869994,2.7608005115763423,11.873440478976002,2.58660220151942,13.999734964470784,2.6336074266790184
midi_files/mozart/mz_570_2.mid,19.16329061818646,2.761708261262439,11.25149041617891,2.5328131151790028,12.308853562223419,2.590780636978571
midi_files/mozart/mz_570_3.mid,19.418008473314636,2.7591018611361324,11.446227720618618,2.5426640514759424,14.045201668411442,2.620012232776012
midi_files/mozart/mz_545_1.mid,18.99406978004287,2.7495896391085344,11.424611115063602,2.5508823447818356,14.01381700535905,2.670908257718635
midi_files/mozart/mz_332_3.mid,20.031474212897603,2.7655370974769586,12.66367812351272,2.623977336989088,14.723304877072763,2.6604935784615362
midi_files/mozart/mz_330_1.mid,16.501983478806828,2.721772137658458,10.219542300227618,2.5677253043062316,13.411481115919466,2.6373259298628167
midi_files/mozart/mz_332_2.mid,14.73136034620033,2.688730520089572,11.43890703205335,2.601508075752362,11.463194605762157,2.5710523179487064
midi_files/mozart/mz_545_2.mid,15.180777249688573,2.7035277576347774,12.166450792327943,2.669110108067668,12.565220110168076,2.604444764267517
midi_files/mozart/mz_330_2.mid,17.644351329150535,2.7391652427889954,14.778503627523627,2.7151224117573722,14.673171103594928,2.6601368719557774
midi_files/mozart/mz_330_3.mid,19.365849422455266,2.7656974832413144,12.670941255233487,2.5576831545885534,14.810631874223377,2.6452094487058933
midi_files/mozart/mz_332_1.mid,20.973072720844264,2.777825058699267,14.296216166885115,2.6420256335593253,15.538026259704974,2.671538103648065
midi_files/mozart/mz_545_3.mid,19.27552296670465,2.748379524448148,11.903662899571666,2.6099146588604882,13.850491262789328,2.638958108030843
midi_files/mozart/mz_331_2.mid,19.306109099556252,2.7503009228051467,12.693265358180657,2.66352544069302,15.366618781350502,2.664085534367741
midi_files/mozart/mz_333_1.mid,22.4448152144406,2.794198608478043,11.836254447639075,2.579306310879809,14.689594323113193,2.6587206380033543
midi_files/mozart/mz_331_3.mid,19.70319407321484,2.774740367645171,14.107062881009961,2.628938201922632,15.367226474582418,2.6058642628167745
midi_files/mozart/mz_331_1.mid,19.765998571607394,2.76608030573472,12.198191489901081,2.581552081346235,14.232038162631756,2.610703452118323
midi_files/mozart/mz_333_3.mid,22.432572458676187,2.7885920624942533,12.094996388470083,2.5657142039539487,15.189980451302004,2.676721615817874
midi_files/mozart/mz_333_2.mid,17.741694568483844,2.74081197766125,13.290081495400376,2.5963110938105087,13.689281840313164,2.641192799895012
midi_files/mozart/mz_311_1.mid,19.479364026980523,2.768753016430549,12.072870775180556,2.5916857480865647,15.128395492197782,2.667581913642628
midi_files/mozart/mz_311_2.mid,19.955571508666257,2.77512632146003,12.06482390626112,2.591775371836663,13.604937851240118,2.6398782553622464
midi_files/mozart/mz_311_3.mid,22.38367078155623,2.7903475120470067,12.789652307298974,2.5629409819797204,15.444927246555986,2.6595250783380076
midi_files/chopin/chpn_op23.mid,25.5672187969038,2.822849009675159,16.62371354507288,2.684926544419049,19.703565899317994,2.752575274972768
midi_files/chopin/chpn-p19.mid,24.011289785989053,2.8209861419826012,16.691407129066796,2.6521600842273143,17.864587661631862,2.668872033364837
midi_files/chopin/chpn_op7_2.mid,18.73827719699749,2.765181788439082,13.799817488556918,2.712394454820655,13.056153021911387,2.62002675220504
midi_files/chopin/chpn-p18.mid,24.277680267321745,2.8027037556722503,18.969664402389068,2.761932702168701,20.708122863517616,2.7440241274207784
midi_files/chopin/chpn-p24.mid,28.241211202983568,2.8364101370136434,23.986806487839257,2.8272664268826313,21.782125180724844,2.77978531881016
midi_files/chopin/chpn_op7_1.mid,18.610783683785435,2.735193886737683,15.967980573013811,2.646673764917152,17.64219228834138,2.65748861300182
midi_files/chopin/chpn-p23.mid,23.733148914850062,2.8157960196602665,13.813119899893048,2.6846274107594077,17.990042662011355,2.708246805676372
